date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:50	86709/86709	---M--	200	added ('OK')	application/javascript	date:Tue,%2024%20Dec%202019%2020:59:02%20GMT	http://theme.dsngrid.com/droow-l/assets/js/jquery-3.1.1.min.js	D:/Sociomark/theme.dsngrid.com/droow-l/assets/js/jquery-3.1.1.min.js	(from http://theme.dsngrid.com/droow-l/)
19:42:51	258193/258193	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202019%2022:51:28%20GMT	http://theme.dsngrid.com/droow-l/assets/img/bgg.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/bgg.jpg	(from http://theme.dsngrid.com/droow-l/)
19:43:08	97389/97389	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202019%2020:16:16%20GMT	http://theme.dsngrid.com/droow-l/assets/img/team/2.png	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/team/2.png	(from http://theme.dsngrid.com/droow-l/one-page-3.html)
19:43:13	137328/137328	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202019%2020:15:52%20GMT	http://theme.dsngrid.com/droow-l/assets/img/team/1.png	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/team/1.png	(from http://theme.dsngrid.com/droow-l/one-page-3.html)
19:43:13	167377/167377	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:33:44%20GMT	http://theme.dsngrid.com/droow-l/assets/img/skills-2.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/skills-2.jpg	(from http://theme.dsngrid.com/droow-l/one-page-3.html)
19:43:15	40194/40194	---M--	200	added ('OK')	text/html	date:Sun,%2031%20May%202020%2017:33:17%20GMT	http://theme.dsngrid.com/droow-l/one-page-4.html	D:/Sociomark/theme.dsngrid.com/droow-l/one-page-4.html	(from http://theme.dsngrid.com/droow-l/)
19:43:30	124729/124729	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202019%2020:16:38%20GMT	http://theme.dsngrid.com/droow-l/assets/img/team/3.png	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/team/3.png	(from http://theme.dsngrid.com/droow-l/one-page-3.html)
19:43:32	42659/42659	---M--	200	added ('OK')	text/html	date:Sun,%2031%20May%202020%2017:33:13%20GMT	http://theme.dsngrid.com/droow-l/slider2.html	D:/Sociomark/theme.dsngrid.com/droow-l/slider2.html	(from http://theme.dsngrid.com/droow-l/)
19:43:33	104445/104445	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202019%2020:16:52%20GMT	http://theme.dsngrid.com/droow-l/assets/img/team/4.png	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/team/4.png	(from http://theme.dsngrid.com/droow-l/one-page-3.html)
19:43:59	163629/163629	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2008:37:44%20GMT	http://theme.dsngrid.com/droow-l/assets/img/pexels.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/pexels.jpg	(from http://theme.dsngrid.com/droow-l/about.html)
19:44:03	181934/181934	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:34:28%20GMT	http://theme.dsngrid.com/droow-l/assets/img/skills.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/skills.jpg	(from http://theme.dsngrid.com/droow-l/about.html)
19:44:03	288950/288950	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:44:04%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project4/2.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project4/2.jpg	(from http://theme.dsngrid.com/droow-l/slider.html)
19:44:22	107564/107564	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:28:16%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/4.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/4.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:44:22	114824/114824	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:27:44%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/3.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/3.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:44:23	606804/606804	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Dec%202019%2006:43:52%20GMT	http://theme.dsngrid.com/droow-l/assets/img/circle-dotted.png	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/circle-dotted.png	(from http://theme.dsngrid.com/droow-l/assets/css/style.css)
19:44:32	212892/212892	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:27:12%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/2.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/2.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:44:42	115236/115236	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:32:52%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/13.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/13.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:44:45	151379/151379	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:28:44%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/5.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/5.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:44:57	70850/70850	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:31:52%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/11.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/11.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:45:02	242972/242972	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:30:10%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/8.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/8.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:45:06	149764/149764	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:31:18%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/10.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/10.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:45:15	266561/266561	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:30:46%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/9.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/9.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:45:16	120628/120628	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2007:32:28%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project9/12.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project9/12.jpg	(from http://theme.dsngrid.com/droow-l/project-9.html)
19:45:27	148733/148733	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:53:48%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project7/3.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project7/3.jpg	(from http://theme.dsngrid.com/droow-l/project-7.html)
19:45:34	179406/179406	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:54:06%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project7/4.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project7/4.jpg	(from http://theme.dsngrid.com/droow-l/project-7.html)
19:45:41	155292/155292	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:54:22%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project7/5.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project7/5.jpg	(from http://theme.dsngrid.com/droow-l/project-7.html)
19:45:46	117015/117015	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:49:10%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project5/3.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project5/3.jpg	(from http://theme.dsngrid.com/droow-l/project-5.html)
19:45:49	203009/203009	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Dec%202019%2007:48:48%20GMT	http://theme.dsngrid.com/droow-l/assets/img/project/project5/2.jpg	D:/Sociomark/theme.dsngrid.com/droow-l/assets/img/project/project5/2.jpg	(from http://theme.dsngrid.com/droow-l/project-5.html)
